#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
アロイＲレジスト,0,2,5,1,6,99,0,18,56,-1,0,-1,-1,0,装填速度,4,反動,-2,,,,,,,獰猛化狩猟の証Ⅰ,1,ユニオン鉱石,5,雷狼竜の堅殻,5,獰猛化素材(上位pts),5
バトルＳメイル,0,1,5,2,5,7,0,44,120,1,-1,-1,0,0,盗み無効,3,ガード性能,2,,,,,,,マレコガネ,4,翼蛇竜の上皮,2,ファンゴの上毛皮,5,ドラグライト鉱石,4
バトルＳレジスト,0,2,5,2,5,7,0,22,60,2,-1,-1,0,0,盗み無効,3,反動,2,,,,,,,マレコガネ,4,翼蛇竜の上皮,2,ファンゴの上毛皮,5,ドラグライト鉱石,4
インゴットＳメイル,0,1,5,1,5,8,0,48,124,-1,-1,1,0,0,風圧,4,氷属性攻撃,2,運気,-2,,,,,獄炎石,1,カブレライト鉱石,3,ドラグライト鉱石,5,鳥竜玉,2
インゴットＳレジスト,0,2,5,1,5,8,0,24,62,-1,-1,2,0,0,風圧,4,氷属性攻撃,2,運気,-2,,,,,獄炎石,1,カブレライト鉱石,3,ドラグライト鉱石,5,鳥竜玉,2
インゴットＲメイル,0,1,5,0,6,99,0,44,120,-1,-1,1,0,0,氷属性攻撃,5,,,,,,,,,獰猛な竜骨,1,獄炎石,4,斬竜の堅殻,4,獰猛化素材(上位pts),5
インゴットＲレジスト,0,2,5,0,6,99,0,22,60,-1,-1,2,0,0,氷属性攻撃,5,,,,,,,,,獰猛な竜骨,1,獄炎石,4,斬竜の堅殻,4,獰猛化素材(上位pts),5
ハイメタＳメイル,0,1,5,1,5,7,0,46,122,0,-1,2,-1,0,雷耐性,4,聴覚保護,1,,,,,,,ユニオン鉱石,5,ライトクリスタル,1,ランポスの上皮,3,マカライト鉱石,12
ハイメタＳレジスト,0,2,5,1,5,7,0,23,61,0,-1,3,-1,0,雷耐性,4,聴覚保護,1,,,,,,,ユニオン鉱石,5,ライトクリスタル,1,ランポスの上皮,3,マカライト鉱石,12
ハイメタＵメイル,0,1,5,0,5,8,0,42,118,0,-1,2,-1,0,抜刀会心,3,達人,-3,,,,,,,爆鎚竜の堅殻,2,カブレライト鉱石,2,黒真珠,2,鬼蛙の堅殻,4
ハイメタＵレジスト,0,2,5,0,5,8,0,21,59,0,-1,3,-1,0,重撃弾強化,3,達人,-3,,,,,,,爆鎚竜の堅殻,2,カブレライト鉱石,2,黒真珠,2,鬼蛙の堅殻,4
キングロブスタシェル,0,1,5,0,5,9,0,48,124,-1,4,-1,-1,-1,泡沫,2,節食,2,雷耐性,-3,,,,,エビの大殻,1,エビの小殻,3,水竜の上ヒレ,2,砂竜の上鱗,4
キングロブスタスキン,0,2,5,0,5,9,0,24,62,-1,5,-1,-1,-1,泡沫,2,節食,2,雷耐性,-3,,,,,エビの大殻,1,エビの小殻,3,水竜の上ヒレ,2,砂竜の上鱗,4
オウビートＳペット,1,1,5,2,5,9,0,50,126,2,-2,2,-2,3,体術,2,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,キラビートル,8,猛毒袋,3
オウビートＳペクトス,1,2,5,2,5,9,0,25,63,3,-2,2,-2,4,体術,2,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,キラビートル,8,猛毒袋,3
パピメルＳペット,2,1,5,2,5,9,0,50,126,2,-2,2,-2,3,体術,2,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,キラビートル,8,猛毒袋,3
パピメルＳペクトス,2,2,5,2,5,9,0,25,63,3,-2,2,-2,4,体術,2,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,キラビートル,8,猛毒袋,3
デスギアＳムスケル,0,1,5,2,5,99,0,48,124,2,1,1,-1,0,龍属性攻撃,3,,,,,,,,,禍々しい闇布,1,禍々しい布,2,雪獅子の鋭牙,4,古龍骨,3
デスギアＳケミュート,0,2,5,2,5,99,0,24,62,3,1,1,-1,0,龍属性攻撃,3,,,,,,,,,禍々しい闇布,1,禍々しい布,2,雪獅子の鋭牙,4,古龍骨,3
デスギアＲムスケル,0,1,5,0,7,99,0,44,120,2,1,1,-1,0,属性会心,4,攻撃,-2,,,,,,,獰猛な鋭牙,1,禍々しい闇布,1,千刃竜の刻爪,4,獰猛化素材(上位pts),8
デスギアＲケミュート,0,2,5,0,7,99,0,22,60,3,1,1,-1,0,属性会心,4,攻撃,-2,,,,,,,獰猛な鋭牙,1,禍々しい闇布,1,千刃竜の刻爪,4,獰猛化素材(上位pts),8
ヴァイクＳメイル,0,1,5,0,5,8,0,46,122,0,3,-2,-1,0,水属性攻撃,2,斬れ味,2,,,,,,,ユニオン鉱石,2,ヨロイシダイ,2,溶岩竜の上ヒレ,3,古代魚,2
ヴァイクＳレジスト,0,2,5,0,5,8,0,23,61,0,4,-2,-1,0,水属性攻撃,2,弾薬節約,1,,,,,,,ユニオン鉱石,2,ヨロイシダイ,2,溶岩竜の上ヒレ,3,古代魚,2
ロワーガＳペット,1,1,5,1,5,8,0,48,124,-2,0,3,-2,2,達人,2,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,ランゴスタの堅殻,5,不死虫,10
ロワーガＳペクトス,1,2,5,1,5,8,0,24,62,-2,0,3,-2,3,達人,2,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,ランゴスタの堅殻,5,不死虫,10
ファルメルＳペット,2,1,5,1,5,8,0,48,124,-2,0,3,-2,2,達人,2,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,ランゴスタの堅殻,5,不死虫,10
ファルメルＳペクトス,2,2,5,1,5,8,0,24,62,-2,0,3,-2,3,達人,2,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,ランゴスタの堅殻,5,不死虫,10
パティシエスーツ,0,1,5,0,5,8,0,44,120,2,0,0,2,-2,炎熱適応,2,効果持続,2,腹減り,-3,,,,,マレコガネ,2,ビストロチケット,2,白兎獣の堅腹甲,2,お食事券,2
パティシエベスト,0,2,5,0,5,8,0,22,60,4,0,0,2,-2,炎熱適応,2,効果持続,2,腹減り,-3,,,,,マレコガネ,2,ビストロチケット,2,白兎獣の堅腹甲,2,お食事券,2
スカルダＳペット,1,1,5,0,5,99,0,48,124,3,-1,-1,-1,3,本気,3,,,,,,,,,オオ毒クモリ,1,毒クモリ,2,ランゴスタの薄羽,3,猛毒袋,4
スカルダＳペクトス,1,2,5,0,5,99,0,24,62,4,-1,-1,-1,3,本気,3,,,,,,,,,オオ毒クモリ,1,毒クモリ,2,ランゴスタの薄羽,3,猛毒袋,4
スパイオＳペット,2,1,5,0,5,99,0,48,124,3,-1,-1,-1,3,本気,3,,,,,,,,,オオ毒クモリ,1,毒クモリ,2,ランゴスタの薄羽,3,猛毒袋,4
スパイオＳペクトス,2,2,5,0,5,99,0,24,62,4,-1,-1,-1,3,本気,3,,,,,,,,,オオ毒クモリ,1,毒クモリ,2,ランゴスタの薄羽,3,猛毒袋,4
バサルメイル,0,1,5,0,5,8,0,42,118,0,-2,1,1,-3,防御,3,重撃,2,,,,,,,岩竜の堅殻,5,紅蓮石,3,猛毒袋,2,ドラグライト鉱石,5
バサルレジスト,0,2,5,0,5,8,0,21,59,0,-2,1,1,-2,防御,3,重撃,2,,,,,,,岩竜の堅殻,5,紅蓮石,3,猛毒袋,2,ドラグライト鉱石,5
ホロロＳメイル,0,1,5,0,5,8,0,44,120,-2,-2,1,1,0,観察眼,3,痛撃,2,睡眠,1,,,,,夜鳥の翼,4,夜鳥の上羽鱗,3,ドラグライト鉱石,5,垂皮竜の上皮,6
ホロロＳレジスト,0,2,5,0,5,8,0,22,60,-1,-2,1,1,0,観察眼,3,痛撃,2,睡眠,1,,,,,夜鳥の翼,4,夜鳥の上羽鱗,3,ドラグライト鉱石,5,垂皮竜の上皮,6
ザボアメイル,0,1,5,0,5,8,0,46,122,-2,3,-4,4,0,ガード性能,4,寒冷適応,1,火耐性,-3,,,,,化け鮫の上ヒレ,2,化け鮫の上鱗,2,大きな骨,3,カワズの殿油,1
ザボアレジスト,0,2,5,0,5,8,0,23,61,-2,3,-4,5,0,反動,4,寒冷適応,1,火耐性,-3,,,,,化け鮫の上ヒレ,2,化け鮫の上鱗,2,大きな骨,3,カワズの殿油,1
フルフルＳメイル,0,1,5,0,5,8,0,50,126,-4,1,4,2,1,回復量,3,回復速度,3,,,,,,,真珠色の柔皮,3,電撃袋,2,モンスターの濃汁,4,生命の粉塵,3
フルフルＳレジスト,0,2,5,0,5,8,0,25,63,-4,1,5,2,1,回復量,3,回復速度,2,,,,,,,真珠色の柔皮,3,電撃袋,2,モンスターの濃汁,4,生命の粉塵,3
フルフルＲメイル,0,1,5,0,6,99,0,46,122,-4,1,4,2,1,回復速度,5,調合成功率,-2,,,,,,,獰猛化白柔皮,1,真珠色の柔皮,5,獰猛な電気袋,1,フルフル素材(pts),8
フルフルＲレジスト,0,2,5,0,6,99,0,23,61,-4,1,5,2,1,回復速度,5,調合成功率,-2,,,,,,,獰猛化白柔皮,1,真珠色の柔皮,5,獰猛な電気袋,1,フルフル素材(pts),8
スキュラメイル,0,1,5,0,5,8,0,46,122,0,2,-2,1,2,体術,3,特殊攻撃,1,気絶,-2,,,,,影蜘蛛の堅鋏角,2,影蜘蛛の堅殻,2,影蜘蛛の上棘,1,モンスターの体液,5
スキュラレジスト,0,2,5,0,5,8,0,23,61,0,2,-2,1,3,体術,3,特殊攻撃,1,気絶,-2,,,,,影蜘蛛の堅鋏角,2,影蜘蛛の堅殻,2,影蜘蛛の上棘,1,モンスターの体液,5
レイアＳメイル,0,1,5,0,5,99,0,50,126,3,0,-2,0,-3,体力,3,回復量,2,回復速度,-3,,,,,雌火竜の上鱗,4,雌火竜の翼膜,4,雌火竜の上棘,1,紅蓮石,2
レイアＳレジスト,0,2,5,0,5,99,0,25,63,4,0,-2,0,-3,体力,3,回復量,2,回復速度,-3,,,,,雌火竜の上鱗,4,雌火竜の翼膜,4,雌火竜の上棘,1,紅蓮石,2
EXレイアメイル,0,1,5,0,8,6,1,54,130,3,0,-2,0,-3,回復量,2,野草知識,2,気配,-2,,,,,EX火竜チケット,1,雌火竜の上鱗,5,雌火竜の棘,3,ユニオン鉱石,4
EXレイアレジスト,0,2,5,0,8,6,1,27,65,4,0,-2,0,-3,回復量,2,野草知識,2,気配,-2,,,,,EX火竜チケット,1,雌火竜の上鱗,5,雌火竜の棘,3,ユニオン鉱石,4
レイアＲメイル,0,1,5,2,6,99,0,46,122,3,0,-2,0,-3,体力,3,,,,,,,,,獰猛化雌火竜鱗,1,雌火竜の上鱗,5,獰猛な火炎袋,1,雌火竜素材(pts),8
レイアＲレジスト,0,2,5,2,6,99,0,23,61,4,0,-2,0,-3,体力,2,,,,,,,,,獰猛化雌火竜鱗,1,雌火竜の上鱗,5,獰猛な火炎袋,1,雌火竜素材(pts),8
ハプルＳメイル,0,1,5,0,5,8,0,50,126,2,0,-1,-3,1,抜刀減気,3,食事,3,,,,,,,潜口竜の上皮,4,潜口竜の堅殻,4,極彩色の体液,3,イーオスの上皮,5
ハプルＳレジスト,0,2,5,0,5,8,0,25,63,3,0,-1,-3,1,装填速度,3,食事,3,,,,,,,潜口竜の上皮,4,潜口竜の堅殻,4,極彩色の体液,3,イーオスの上皮,5
ガノスメイル,0,1,5,0,5,8,0,52,128,-2,4,-4,2,1,乗り,3,跳躍,2,捕獲,2,,,,,水竜の上鱗,4,水竜の鋭牙,2,イーオスの上皮,2,モンスターの濃汁,2
ガノスレジスト,0,2,5,0,5,8,0,26,64,-2,5,-4,2,1,乗り,3,跳躍,2,捕獲,2,,,,,水竜の上鱗,4,水竜の鋭牙,2,イーオスの上皮,2,モンスターの濃汁,2
ブランゴＳメイル,0,1,5,1,5,8,0,50,126,-4,1,0,4,0,体術,4,納刀,1,,,,,,,雪獅子の剛毛,3,黒狼鳥のたてがみ,2,ギアノスの上皮,4,ランポスの上皮,4
ブランゴＳレジスト,0,2,5,1,5,8,0,25,63,-4,1,0,5,0,体術,4,納刀,1,,,,,,,雪獅子の剛毛,3,黒狼鳥のたてがみ,2,ギアノスの上皮,4,ランポスの上皮,4
EXブランゴメイル,0,1,5,1,7,99,0,54,130,-4,1,0,4,0,体術,4,スタミナ,-2,,,,,,,七色たんぽぽ,1,雪獅子の剛毛,3,雌火竜の上鱗,2,ゲネポスの上皮,5
EXブランゴレジスト,0,2,5,1,7,99,0,27,65,-4,1,0,5,0,体術,4,スタミナ,-2,,,,,,,七色たんぽぽ,1,雪獅子の剛毛,3,雌火竜の上鱗,2,ゲネポスの上皮,5
ラヴァメイル,0,1,5,1,5,8,0,56,132,4,-4,0,0,1,窮地,2,根性,1,,,,,,,溶岩竜の堅殻,4,溶岩竜の上ヒレ,3,爆炎袋,2,ユニオン鉱石,2
ラヴァレジスト,0,2,5,1,5,8,0,28,66,5,-4,0,0,1,窮地,2,根性,1,,,,,,,溶岩竜の堅殻,4,溶岩竜の上ヒレ,3,爆炎袋,2,ユニオン鉱石,2
EXラヴァメイル,0,1,5,1,8,99,0,60,136,4,-4,0,0,1,窮地,2,逆境,1,,,,,,,EX溶岩竜チケット,1,溶岩竜の上鱗,5,溶岩竜の鋭牙,5,紅蓮石,4
EXラヴァレジスト,0,2,5,1,8,99,0,30,68,5,-4,0,0,1,窮地,2,逆境,1,,,,,,,EX溶岩竜チケット,1,溶岩竜の上鱗,5,溶岩竜の鋭牙,5,紅蓮石,4
ギザミＳメイル,0,1,5,0,5,8,0,48,124,1,2,-1,-1,0,達人,3,斬れ味,2,,,,,,,鎌蟹の堅殻,3,鎌蟹の小殻,6,カブレライト鉱石,4,マレコガネ,4
ギザミＳレジスト,0,2,5,0,5,8,0,24,62,2,2,-1,-1,0,達人,3,弾薬節約,2,,,,,,,鎌蟹の堅殻,3,鎌蟹の小殻,6,カブレライト鉱石,4,マレコガネ,4
EXギザミメイル,0,1,5,0,7,99,0,52,128,1,2,-1,-1,0,匠,2,達人,2,雷耐性,-2,,,,,七色たんぽぽ,1,鎌蟹の堅殻,4,鎌蟹の小殻,6,鋼の龍鱗,2
EXギザミレジスト,0,2,5,0,7,99,0,26,64,2,2,-1,-1,0,通常弾強化,2,達人,2,雷耐性,-2,,,,,七色たんぽぽ,1,鎌蟹の堅殻,4,鎌蟹の小殻,6,鋼の龍鱗,2
ギザミＲメイル,0,1,5,1,6,99,0,44,120,1,2,-1,-1,0,斬れ味,3,達人,2,匠,1,,,,,獰猛化鎌蟹殻,1,鎌蟹の堅殻,5,獰猛な竜骨,1,鎌蟹素材(pts),8
ギザミＲレジスト,0,2,5,1,6,99,0,22,60,2,2,-1,-1,0,弾薬節約,3,達人,2,通常弾強化,1,,,,,獰猛化鎌蟹殻,1,鎌蟹の堅殻,5,獰猛な竜骨,1,鎌蟹素材(pts),8
ガララＳメイル,0,1,5,1,5,8,0,56,132,1,-1,0,-3,1,聴覚保護,3,麻痺,1,捕獲,1,,,,,絞蛇竜の上鳴甲,2,絞蛇竜の上皮,3,絞蛇竜の甲殻,5,ゲネポスの上皮,3
ガララＳレジスト,0,2,5,1,5,8,0,28,66,1,-1,1,-3,1,聴覚保護,3,麻痺,1,捕獲,1,,,,,絞蛇竜の上鳴甲,2,絞蛇竜の上皮,3,絞蛇竜の甲殻,5,ゲネポスの上皮,3
ナルガＳメイル,0,1,5,0,5,8,0,40,116,-2,1,-3,1,1,達人,3,回避距離,2,回避性能,1,,,,,迅竜の上鱗,4,迅竜の鋭牙,5,モンスターの濃汁,4,王族カナブン,6
ナルガＳレジスト,0,2,5,0,5,8,0,20,58,-2,1,-2,1,1,達人,3,回避距離,2,回避性能,1,,,,,迅竜の上鱗,4,迅竜の鋭牙,5,モンスターの濃汁,4,王族カナブン,6
ガルルガＳメイル,0,1,5,0,5,8,0,56,132,2,-1,2,0,0,剣術,3,聴覚保護,2,採取,-3,,,,,黒狼鳥の上鱗,4,黒狼鳥の堅殻,4,黒狼鳥の翼,4,ゲネポスの大尖牙,2
ガルルガＳレジスト,0,2,5,0,5,8,0,28,66,3,-1,2,0,0,変則射撃,3,聴覚保護,2,採取,-3,,,,,黒狼鳥の上鱗,4,黒狼鳥の堅殻,4,黒狼鳥の翼,4,ゲネポスの大尖牙,2
ガンキンＳメイル,0,1,5,0,5,8,0,64,140,3,-4,0,-1,-2,抜刀減気,4,防御,1,,,,,,,爆鎚竜の堅殻,5,爆鎚竜の顎,3,爆鎚竜の鱗,6,獄炎石,3
ガンキンＳレジスト,0,2,5,0,5,8,0,32,70,4,-4,0,-1,-2,散弾強化,4,防御,1,,,,,,,爆鎚竜の堅殻,5,爆鎚竜の顎,3,爆鎚竜の鱗,6,獄炎石,3
クロオビＳメイル,0,1,5,0,5,99,0,50,126,3,3,3,3,3,会心強化,3,本気,2,,,,,,,タツジンチケット,1,ガノスコイン,2,マレコガネ,1,,
クロオビＳレジスト,0,2,5,0,5,99,0,25,63,3,3,3,3,4,会心強化,3,本気,2,,,,,,,タツジンチケット,1,ガノスコイン,2,マレコガネ,1,,
ガーディアンスーツ,1,1,5,0,5,6,1,50,126,0,0,0,0,0,ガード性能,3,研ぎ師,2,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,海竜の鱗,3,鎌蟹の堅殻,4
ガーディアンベスト,1,2,5,0,5,6,1,25,63,0,0,0,0,0,ガード性能,3,装填速度,2,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,海竜の鱗,3,鎌蟹の堅殻,4
ガーディアンＵスーツ,1,1,5,0,5,6,1,54,130,0,0,0,0,0,ガード性能,3,砲術,2,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,火竜の鱗,3,鎌蟹の堅殻,4
ガーディアンＵベスト,1,2,5,0,5,6,1,27,65,0,0,0,0,0,ガード性能,3,反動,2,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,火竜の鱗,3,鎌蟹の堅殻,4
スカラースーツ,2,1,5,0,5,3,1,48,124,0,0,0,0,0,回避性能,3,笛,2,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,潜口竜の堅殻,4,カブレライト鉱石,5
スカラーベスト,2,2,5,0,5,3,1,24,62,0,0,0,0,0,回避性能,3,精密射撃,2,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,潜口竜の堅殻,4,カブレライト鉱石,5
セイラースーツ,2,1,5,0,5,2,1,48,124,0,0,0,0,0,回避性能,3,溜め短縮,2,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,真珠色の柔皮,4,海竜の皮,5
セイラーベスト,2,2,5,0,5,2,1,24,62,0,0,0,0,0,回避性能,3,溜め短縮,2,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,真珠色の柔皮,4,海竜の皮,5
高級ユアミスガタ,0,0,5,1,5,8,0,15,53,-2,-2,-2,-2,0,泡沫,3,剥ぎ取り,2,,,,,,,雪獅子の剛毛,2,足湯チケット,1,ブランゴの剛毛,2,希望の証,2
ホクシン【上衣】,0,1,5,0,5,6,1,52,128,-2,4,-2,3,2,北辰納豆流,2,攻撃,-2,,,,,,,ココットチケット,1,交易チケット,1,化け鮫の上皮,3,泡狐竜の錦ヒレ,3
カイエン【上衣】,0,2,5,0,5,6,1,26,64,-2,5,-2,3,2,北辰納豆流,2,攻撃,-3,,,,,,,ココットチケット,1,交易チケット,1,化け鮫の上皮,3,泡狐竜の錦ヒレ,3
ブレイブＳメイル,0,1,6,1,7,6,1,48,120,0,0,0,0,0,乗り,3,闘魂,2,,,,,,,ベルナチケット,1,勇気の証Ｇ,1,上質な毛皮,2,ランポスの上皮,8
ブレイブＳレジスト,0,2,6,1,7,6,1,24,60,1,1,1,1,1,乗り,3,闘魂,2,,,,,,,ベルナチケット,1,勇気の証Ｇ,1,上質な毛皮,2,ランポスの上皮,8
ドーベルメイル,0,1,6,1,6,9,0,54,126,-2,0,0,0,4,気絶,3,属性耐性,2,,,,,,,堅竜骨,2,いにしえの龍骨,2,斬竜の鋭牙,2,竜骨【小】,15
ドーベルレジスト,0,2,6,1,6,9,0,27,63,-2,0,0,0,5,気絶,3,属性耐性,2,,,,,,,堅竜骨,2,いにしえの龍骨,2,斬竜の鋭牙,2,竜骨【小】,15
ダマスクメイル,0,1,6,0,8,99,0,60,132,-1,2,-3,1,-1,だるま,3,抜刀会心,3,無心,1,,,,,堅骸体殻,3,銀火竜の堅殻,6,火竜の煌液,3,骸体殻,3
ダマスクレジスト,0,2,6,0,8,99,0,30,66,-1,2,-3,1,-1,だるま,3,貫通弾強化,3,無心,1,,,,,堅骸体殻,3,銀火竜の堅殻,6,火竜の煌液,3,骸体殻,3
ダマスクＲメイル,0,1,6,0,8,99,0,56,128,-1,2,-3,1,-1,抜刀会心,4,,,,,,,,,獰猛化狩猟の証Ⅲ,1,獰猛化雷狼竜殻,2,堅骸体殻,5,獰猛化素材(上位pts),8
ダマスクＲレジスト,0,2,6,0,8,99,0,28,64,-1,2,-3,1,-1,貫通弾強化,4,,,,,,,,,獰猛化狩猟の証Ⅲ,1,獰猛化雷狼竜殻,2,堅骸体殻,5,獰猛化素材(上位pts),8
アーティアＳメイル,0,1,6,1,6,99,0,60,132,1,-2,-2,2,3,対防御DOWN,5,雷属性攻撃,1,,,,,,,太古の破片,1,さびた破片,2,ユニオン鉱石,3,ライトクリスタル,6
アーティアＳレジスト,0,2,6,1,6,99,0,30,66,3,-2,-2,2,3,対防御DOWN,5,,,,,,,,,太古の破片,1,さびた破片,2,ユニオン鉱石,3,ライトクリスタル,6
アーティアＲメイル,0,1,6,1,7,99,0,56,128,1,-2,-2,2,3,対防御DOWN,6,,,,,,,,,獰猛化狩猟の証Ⅱ,1,太古の破片,1,ユニオン鉱石,10,獰猛化素材(上位pts),8
アーティアＲレジスト,0,2,6,1,7,99,0,28,64,3,-2,-2,2,3,対防御DOWN,6,,,,,,,,,獰猛化狩猟の証Ⅱ,1,太古の破片,1,ユニオン鉱石,10,獰猛化素材(上位pts),8
ベリオメイル,0,1,6,1,6,9,0,52,124,-3,0,-1,3,0,体術,3,達人,2,跳躍,1,スタミナ,-2,,,氷牙竜の堅殻,4,氷牙竜の尻尾,2,氷牙竜の上毛皮,3,白兎獣の毛,2
ベリオレジスト,0,2,6,1,6,9,0,26,62,-3,0,-1,4,0,体術,3,達人,2,跳躍,1,スタミナ,-2,,,氷牙竜の堅殻,4,氷牙竜の尻尾,2,氷牙竜の上毛皮,3,白兎獣の毛,2
セルタスメイル,0,1,6,0,6,9,0,60,132,-3,4,-2,-2,5,斬れ味,4,砲術,1,英雄の盾,1,,,,,重甲虫の堅胸殻,4,重甲虫の円月尾,2,徹甲虫の薄羽,3,上質な腹袋,4
セルタスレジスト,0,2,6,0,6,9,0,30,66,-3,4,-2,-2,6,弾薬節約,4,砲術,1,英雄の盾,1,,,,,重甲虫の堅胸殻,4,重甲虫の円月尾,2,徹甲虫の薄羽,3,上質な腹袋,4
レウスＳメイル,0,1,6,1,6,9,0,58,130,4,0,-2,0,-4,痛撃,3,攻撃,1,,,,,,,火竜の上鱗,4,火竜の甲殻,4,火竜の翼膜,4,ユニオン鉱石,2
レウスＳレジスト,0,2,6,1,6,9,0,29,65,5,0,-2,0,-4,痛撃,3,攻撃,1,,,,,,,火竜の上鱗,4,火竜の甲殻,4,火竜の翼膜,4,ユニオン鉱石,2
EXレウスメイル,0,1,6,1,8,6,1,62,134,4,0,-2,0,-4,炎熱適応,3,,,,,,,,,EX火竜チケット,1,火竜の上鱗,5,火竜の尻尾,3,ユニオン鉱石,4
EXレウスレジスト,0,2,6,1,8,6,1,31,67,5,0,-2,0,-4,炎熱適応,3,,,,,,,,,EX火竜チケット,1,火竜の上鱗,5,火竜の尻尾,3,ユニオン鉱石,4
レウスＲメイル,0,1,6,0,7,99,0,54,126,4,0,-2,0,-4,攻撃,3,痛撃,2,,,,,,,獰猛化火竜鱗,1,火竜の堅殻,5,獰猛な火炎袋,1,雄火竜素材(pts),8
レウスＲレジスト,0,2,6,0,7,99,0,27,63,5,0,-2,0,-4,攻撃,3,痛撃,2,,,,,,,獰猛化火竜鱗,1,火竜の堅殻,5,獰猛な火炎袋,1,雄火竜素材(pts),8
ラギアＳメイル,0,1,6,2,6,9,0,58,130,-3,2,4,-1,-2,属性攻撃,2,気力回復,2,,,,,,,海竜の上皮,4,海竜の高電殻,1,ノヴァクリスタル,2,獄炎石,2
ラギアＳレジスト,0,2,6,2,6,9,0,29,65,-3,2,5,-1,-2,属性攻撃,2,気力回復,2,,,,,,,海竜の上皮,4,海竜の高電殻,1,ノヴァクリスタル,2,獄炎石,2
ラギアＲメイル,0,1,6,1,7,99,0,54,126,-3,2,4,-1,-2,気力回復,4,,,,,,,,,獰猛化海竜皮,1,海竜の上皮,4,獰猛な帯電殻,1,海竜素材(pts),8
ラギアＲレジスト,0,2,6,1,7,99,0,27,63,-3,2,5,-1,-2,気力回復,4,,,,,,,,,獰猛化海竜皮,1,海竜の上皮,4,獰猛な帯電殻,1,海竜素材(pts),8
ジンオウＳメイル,0,1,6,0,6,9,0,58,130,0,-1,4,-4,1,属性会心,4,,,,,,,,,雷狼竜の高電毛,4,雷狼竜の堅殻,4,雷狼竜の高電殻,3,雷光虫,20
ジンオウＳレジスト,0,2,6,0,6,9,0,29,65,0,-1,5,-4,1,属性会心,4,,,,,,,,,雷狼竜の高電毛,4,雷狼竜の堅殻,4,雷狼竜の高電殻,3,雷光虫,20
EXジンオウメイル,0,1,6,0,8,99,0,62,134,0,-1,4,-4,1,連撃,2,本気,2,気配,-2,,,,,EX雷狼竜チケット,1,雷狼竜の高電毛,5,雷狼竜の蓄電殻,6,海竜の高電殻,4
EXジンオウレジスト,0,2,6,0,8,99,0,31,67,0,-1,5,-4,1,連撃,2,本気,2,気配,-2,,,,,EX雷狼竜チケット,1,雷狼竜の高電毛,5,雷狼竜の蓄電殻,6,海竜の高電殻,4
グラビドメイル,0,1,6,0,6,9,0,58,130,3,-3,1,0,-2,攻撃,3,睡眠,2,ガード性能,1,,,,,鎧竜の堅殻,3,鎧竜の翼,2,上竜骨,2,爆炎袋,2
グラビドレジスト,0,2,6,0,6,9,0,29,65,4,-3,1,0,-2,攻撃,3,睡眠,2,反動,1,,,,,鎧竜の堅殻,3,鎧竜の翼,2,上竜骨,2,爆炎袋,2
ミツネＳメイル,0,1,6,1,6,9,0,50,122,0,2,-3,1,-1,泡沫,3,窮地,2,腹減り,1,,,,,泡狐竜の紫上毛,4,泡狐竜の錦ヒレ,6,泡狐竜の尖爪,2,尖竜骨,2
ミツネＳレジスト,0,2,6,1,6,9,0,25,61,0,2,-2,1,-1,泡沫,3,窮地,2,腹減り,1,,,,,泡狐竜の紫上毛,4,泡狐竜の錦ヒレ,6,泡狐竜の尖爪,2,尖竜骨,2
ゼクスＳメイル,0,1,6,0,6,9,0,58,130,0,-2,3,-3,2,連撃,3,気絶,2,気力回復,2,,,,,電竜の高電膜,4,電竜の鋏尾,3,高圧電甲,2,王族カナブン,5
ゼクスＳレジスト,0,2,6,0,6,9,0,29,65,0,-2,4,-3,2,連撃,3,気絶,2,気力回復,2,,,,,電竜の高電膜,4,電竜の鋏尾,3,高圧電甲,2,王族カナブン,5
